Part,Ward,Booth Address,Total,
1660006,103,"Govt. Kannada Lower Primary School, Room No-2, 4th Main Road, Kaveripura, Bangalore-560079.",866,
1660007,103,"St. Paul's Education Group Society, Room No-1, 1st main Road, 40 Feet Road, Pattegarapalya, Bangalore-560079",1218,
1660008,103,"St. Paul's Education Group Society, Room No-2, 1st main Road, 40 Feet Road, Pattegarapalya, Bangalore-560079",1282,
1660009,103,"Nandagokula Kannada Higher Primary School, Room No-1, 2nd Main Road, Cauverypura, Bangalore-560079",1129,
1660010,103,"Nandagokula Kannada Higher Primary School, Room No-2, 2nd Main Road, Cauverypura, Bangalore-560079",1208,
1660011,103,"Nandagokula Kannada Higher Primary School,2nd Main Road, Cauverypura, Bangalore-560079,Room No-3",1230,
1660012,103,"Nandagokula Kannada Higher Primary School, Room No-4, 2nd Main Road, Cauverypura, Bangalore-560079",1312,
1660013,103,"Gururaja kannada Primary School, 2nd main road, Kaveripura, Bangalore-560079",1225,
1660014,103,"Ravinandana Education Society(R), 2nd Main Road, Cauverypura, Bangalore-560079.",1275,
1660015,103,"Ravinandana Education Society (R),2nd Main Road, Cauverypura, Bangalore-560079.",1135,
1660016,103,"Ravinandana Education Society (R), 2nd Main Road, Cauverypura, Bangalore-560079",1267,
1660017,103,"St. Meera's High School, Room No-1, 2nd main road, Kaveripura, Bangalore-560079",1165,
1660018,103,"St. Meera's High School, Room No-2, 2nd main road, Kaveripura, Bangalore-560079",1188,
1660019,103,"St. Meera's High School, Room No-3, 2nd main road, Kaveripura, Bangalore-560079",1022,
1660020,103,"St. Meera's High School, Room No-4, 2nd main road, Kaveripura, Bangalore-560079",864,
1660021,103,"BBMP PU COLLEGE, 1st Main Road, Sampige Layout, Bangalore-560079.Room No-3.",961,
1660022,103,"BBMP PU COLLEGE, 1st Main Road, Sampige Layout, Bangalore-560079. Room No-4",1231,
1660023,103,"BBMP PU COLLEGE, 1st Main Road, Sampige Layout, Bangalore-560079. Room No-5.",775,
1660024,103,"Pallavi International School, Room No-1, 6th main road, Ranganatha pura, Bangalore-560079",933,
1660025,103,"Sri Maithri Vidhya Peeta(R), Room No. 1, 1st Main Road, Sampige Layout, Bangalore-560079.",1031,
1660026,103,"Sri Maithri Vidhya Peeta(R), Room No-2, 1st Main Road, Sampige Layout, Bangalore-560079.",827,
1660027,103,"BBMP PU COLLEGE, 1st Main Road, Sampige Layout, Bangalore-560079. Room-1",1168,
1660028,103,"BBMP PU COLLEGE, 1st Main Road, Sampige Layout, Bangalore-560079, Room-2",1191,
1660029,103,"Guddanna Government Primary School, Room No-1, 2nd Mainroad Ranganatha Pura.Bangalore-560079",1326,
1660030,103,"Guddanna Government Primary School, Room No-2, 1st Mainroad Ranganatha Pura.Bangalore-560079",864,
1660031,103,"Karnataka Slum Improvement Board  Samudhaya Bhavana, Room No-1, 4th main road, 4th Cross, Sampige Layout, Bangalore-560079",1295,
1660032,103,"Prashanthanagara Welfare Association, Room No-2, 3rd Main Road, Prashanthanagara, Bangalore-560079.",1354,
1660033,103,"Prashanthanagara Welfare Association,3rd Main Road, Prashanthanagara, Bangalore-560079,Room No-1,",1389,
1660034,103,"Franck Public School, Room No-3, 1st main road, Kanakanagar, Bangalore-560072.",1100,
1660035,103,"Franck Public School, Room No-4, 1st main road, Kanakanagar, Bangalore-560072.",1413,
1660036,103,"Frank Public School, 2nd main road, Kanakanagara, Bangalore-560 040, Room No - 2",1304,
1660037,103,"Frank Public School, Room No-1, 1st main road, Kanakanagar, Bangalore-560072.",880,
1660038,103,"Late Smt Prameela Bai Maane Hospital, 1st Main Road, Panchasheelanagara,Bangalore-560 072, Room No - 1",1269,
1660039,103,"Pinewood English School, Room No-1, 10th Main Road, Sampige Layout, Bangalore-560072",1210,
1660040,103,"Pinewood English School, 10th Main Road, Sampige Layout,Bangalore-560 040, Room No - 2",510,
1660041,103,"BBMP Ward-103 Help Center, Room No-1, 1st Main road, Amarajyothinagara, Bangalore-560040",1296,
1660042,103,"Nammura Govt Lower Primary School, 1st Main road, Amarajyothinagara, Bangalore-40, Room No - 1",1223,
1660043,103,"Nammura Govt Lower Primary School, 1st Main road, Amarajyothinagara, Bangalore-560 040, Room No - 2",1348,
1660044,104,"Nadaprabhu Public Primary School (Harward Primary and High School), 4th Main Road, HVR Layout, Magadi Road, Bangalore-560079",578,
1660045,104,"Roan International Nursery and Primary School (Poornananda Nursery and Primary School) KHB Colony, Magadi Main Road, Bangalore-560079, Room no-1",1166,
1660046,104,"Roan International Nursery and Primary School, Room No-02, (Poornananda Nursery and Primary School) KHB Colony, Magadi Main Road, Bangalore-560079",1326,
1660047,104,"Roan International Nursery and Primary School (Poornananda Nursery and Primary School), Room no-3, KHB Colony, Magadi Main Road, Bangalore-560079",1268,
1660048,104,"B B M P, I P P Hospital, 1st Main Road, Prashanthanagar, Bangalore-560079, Room No.1.",1192,
1660049,104,"B B M P, I P P Hospital, 1st Main Road, Prashanthanagar, Bangalore-560079, Room No.2.",1117,
1660050,104,"Cordial English Nursery And Primary School, Binny Layout, Nagarabhavi Road, Bangalore-560040, Room No.5.",1522,
1660051,104,"Cordial English Nursery And Primary School, Binny Layout, Nagarabhavi Road, Bangalore-560040, Room No.6.",1214,
1660052,104,"Government High School,Room No-1, 23rd Cross, Govindaraja Nagar, Bangalore-560079",1394,
1660053,104,"Government High School,Room no-2, 23rd Cross, Govindaraja Nagar, Bangalore-560040",1427,
1660054,104,"Government High School,Room no-3, 23rd Cross, Govindaraja Nagar, Bangalore-560040",1055,
1660055,104,"Government High School,Room No-4, 23rd Cross, Govindaraja Nagar, Bangalore-560079",931,
1660056,104,"Govt Higher Primary School,Room No-1, 2nd Mainroad, Thimmenahalli, Govindaraj Nagar, Bangalore-560040",1338,
1660057,104,"Govt Higher Primary School,Room No-2, 2nd Mainroad, Thimmenahalli, Govindaraj Nagar, Bangalore-560040",1380,
1660058,104,"Govt Higher Primary School, Room No-3, 2nd Mainroad, Thimmenahalli, Govindaraj Nagar, Bangalore-560040",1351,
1660059,104,"Bangalore Development Authority Office(Engineering Dept,), Chikkapet Housing Board Society, Bangalore-560040",1128,
1660060,104,"Corporation Ward Office, Health Department,104 Ward, 17th Cross, Chikkapet, Housing Board, Bangalore-560040",1358,
1660061,104,"Sarvajna Nursery & Primary School,5th Main road, Magadi road, Chord Road layout, Bangalore-560040  Room No-1,",1401,
1660062,104,"Sarvajna Nursery & Primary School, Room No-2, 5th Mainroad, Magadiroad, Chord Road layout, Bangalore-560040",1220,
1660063,104,"Sarvajna Nursery & Primary School, Room No-3, 5th Mainroad, Magadiroad, Chord Road layout, Bangalore-560040",1374,
1660064,104,"Sarvajna Nursery & Primary School, Room No-4, 5th Mainroad, Magadiroad, Chord Road layout, Bangalore-560040",1244,
1660065,104,"Sarvajna Nursery & Primary School, Room No-5, 5th Mainroad, Magadiroad, Chord Road layout, Bangalore-560040",1406,
1660066,105,"Shree Sharada Vidya Samsthe, 5th Main Road, Magadi Road, Chord Road, Vijayanagar, Bangalore-560040. Room No-2",1247,
1660067,105,"Shree Sharada Vidya Samsthe, 5th Main Road, Magadi Road, Chord Road, Vijayanagar, Bangalore-560040. Room No-1",1411,
1660068,105,"Bharathiya Samskriti Vidyapith Rom No 2, 17st Cross, M R C R Layout , Bangalore-560040.",1011,
1660069,105,"Bharathiya Samskriti Vidyapith ,Room No,1, 17th Cross M R C R Layout , Bangalore-560040",966,
1660070,105,"Government Composite High School, Agrahara Dasarahalli,Bangalore-560079 Room No-4",1026,
1660071,105,"Government Composite High School, Agrahara Dasarahalli,Bangalore-560079 Room No-3",1190,
1660072,105,"Government Composite High School, Agrahara Dasarahalli,Bangalore-560079",1215,
1660073,105,"Government Composite High School, Agrahara Dasarahalli,Bangalore-560079",1425,
1660074,105,"B B M P Help Line Center, 4th Cross, Agrahara Dasarahalli, Bangalore-560079.Room No-1",1443,
1660075,105,"Bruhat Bangalore Mahanagara Palike (Women's Free Tailoring Trining Center), 4th Cross, 4th Main Road, Agrahara Dasarahalli, Bangalore-560079 Room No-1",1319,
1660076,105,"Anganawadi Center 4th Cross road, Agrahara Dasarahalli, Bangalore-79 Room No-1",1492,
1660077,105,"Havanur Public School (Maruthi Vidya Mandira Nursery and Primary School), Behind MSBuilding, Agrahara Dasarahalli, B-79 Room No-4",1185,
1660078,105,"Havanur Public School (Maruthi Vidya Mandira Nursery and Primary School), Behind MSBuilding, Agrahara Dasarahalli, B-79 Room no-3",1186,
1660079,105,"Havanur Public School (Maruthi Vidya Mandira Nursery and Primary School), Behind MSBuilding, Agrahara Dasarahalli, B-79 Room No-2",1414,
1660080,105,"Havanur Public School Maruthi Vidya Samsthe (R) Nursery, Praimary And Hight School, No. 7, 4Th 'B' Main Road, 4Th Stage, 4Th Block, Basaveshwaranagar Bangalore-79 Room No-1",1391,
1660081,105,"Unani Medical College and Hospital, 80 Feet Road, Siddaiah Park, Basaveshwara Nagar,Bangalore-560079 Room No-3",667,
1660082,105,"Unani Medical College and Hospital, 80 Feet Road, Siddaiah Park, Basaveshwara Nagar,Bangalore-560079 Room No-2",839,
1660083,105,"Unani Medical College and Hospital, 80 Feet Road, Siddaiah Park, Bangalore-560079 Room No-1",902,
1660084,105,"Governament Homeopathy College & Hospital, Dr.Siddaiah Puranika Road Basaveshwaranagara Bangalore-560079. Room no-2",1241,
1660085,105,"Governament Homeopathy College & Hospital, Dr.Siddaiah Puranika Road Basaveshwaranagara Bangalore-560079. Room no-1",921,
1660086,105,"Ward No-106 Engineering Ward Office, Agrahara Dasarahalli, Bangalore-560079. Room No-1",1260,
1660087,105,"Ward No-106 Engineering Ward Office, Agrahara Dasarahalli, Bangalore-560079. Room No-2",1325,
1660088,105,"BBMP IPP Health Centre, 17th C Cross, Agrahara Dasarahalli, Bangalore-560079.Room No-1",998,
1660089,106,"BBMP IPP Health Centre, 17th C Cross, Agrahara Dasarahalli, Bangalore-560079.Room No-2.",795,
1660090,106,"Dr. Ambedkar Stadium Room no 1, (Help Line) A D Halli",1029,
1660091,106,"Dr. Ambedkar Stadium  (Help Line) A D Halli,Room No-2.",1040,
1660092,106,"Dr. Ambedkar Stadium(Help Line) A D Halli,Room No-3.",831,
1660093,106,"Veerabhadraswamy Kannada Shishuvihara & Primary School, Room no 1, 13th D Cross, A D Halli,Bangalore-560079",720,
1660094,106,"Veerabhadraswamy Kannada Shishuvihara & Primary School, Room no 2, 13th D Cross, A D Halli,Bangalore-560079",671,
1660095,106,"Corporation Nursery School, 6th Block Rajaji Nagar, Bangalore-560010. Room. No.1",917,
1660096,106,"Corporation Nursery School, 6th Block Rajaji Nagar, Bangalore-560010. Room. No.2",1003,
1660097,106,"Govt High School, Police Colony, Magadi Road, 6 th Block, Rajajinagar, Bangalore - 560010, Room No-1.",985,
1660098,106,"Govt High School, Police Colony, Magadi Road, 6 th Block, Rajajinagar, Bangalore - 560010, Room No-2.",1225,
1660099,106,"Govt High School, Police Colony, Magadi Road, 6 th Block, Rajajinagar, Bangalore - 560010, Room No-3.",822,
1660100,106,"Govt High School, Police Colony, Magadi Road, 6 th Block, Rajajinagar, Bangalore - 560010, Room No-4.",918,
1660101,106,"Govt High School, Police Colony, Magadi Road, 6 th Block, Rajajinagar, Bangalore - 560010, Room No-5.",884,
1660102,106,"Govt Model Higher Primary School, Room No 1, Police Colony, Magadiroad, 6th Block, Rajajinagar,Bangalore-560010.",664,
1660103,106,"Govt Model Higher Primary School, Room No -2, Police Colony, Magadiroad, 6th Block, Bangalore-560010",605,
1660104,106,"Narayana PU College NO-43/52, 2nd main road, Kaigarika Nagar, Bangalore-560010, Room No-1.",1141,
1660105,106,"Narayana PU College No.43/52, 2nd main road, Kaigarika Nagar, Bangalore-560010, Room No-2.",1121,
1660106,106,"Narayana PU College No-43/52, 2nd main road, Kaigarika Nagar, Bangalore-560010, Room No-3.",883,
1660107,106,"St.Thomas Convent & High School, 13th Cross, Agrahara Dasarahalli, Bangalore-560079.Room No-1.",882,
1660108,106,"Whitehill School, 7th Main Road, Agrahara Dasarahalli, Bangalore-560079, Room No-1.",1059,
1660109,106,"Whitehill School, 7th Main Road, Agrahara Dasarahalli, Bangalore-560079, Room No-2.",951,
1660110,125,"Cardial English School, Thimmenahalli, Nagarabhavi Main Road, Room No.1",962,
1660111,125,"Cardial English School, Thimmenahalli, Nagarabhavi Main Road, Room No.2",1198,
1660112,125,"Cardial English School, Thimmenahalli, Nagarabhavi Main Road, Room No.3",1268,
1660113,125,"Cardial English School, Thimmenahalli, Nagarabhavi Main Road, Room No.4",1000,
1660114,125,"Sarvodaya Vidyalaya, 10th Main Road, Binny Layout 2nd Stage, Vijayanagara, Room No.1",854,
1660115,125,"Sarvodaya Vidyalaya, 10th Main Road, Binny Layout 2nd Stage, Vijayanagara, Room No.2",972,
1660116,125,"Sarvodaya Vidyalaya, 10th Main Road, Binny Layout 2nd Stage, Vijayanagara, Room No.3",1056,
1660117,125,"St Mary's English Primary & High School, 2nd Main Road, K G S Layout, Vijayanagara, Room No.1",850,
1660118,125,"St Mary's English Primary & High School, 2nd Main Road, K G S Layout, Vijayanagara, Room No.2",933,
1660119,125,"St Mary's English Primary & High School, 2nd Main Road, K G S Layout, Vijayanagara, Room No.3",862,
1660120,125,"St Mary's English Primary & High School, 2nd Main Road, K G S Layout, Vijayanagara, Room No.4",751,
1660121,125,"Ramanashree Udaya Education Society, 18th Cross Road, MRCR Layout, Vijayanagara, Room No.1",1026,
1660122,125,"Ramanashree Udaya Education Society, 18th Cross Road, MRCR Layout, Vijayanagara, Room No.2",991,
1660123,125,"Ramanashree Udaya Education Society, 18th Cross Road, MRCR Layout, Vijayanagara, Room No.3",984,
1660124,125,"Ramanashree Udaya Education Society, 18th Cross Road, MRCR Layout, Vijayanagara, Room No.4",1053,
1660125,125,"Ward Office, Ward 125-Marenahalli, 16th Main Road, MRCR Layout, Vijayanagara, Room No.1",1069,
1660126,125,"Nammura Primary School, 1st Main Road, Marenahalli, Room No.1",1140,
1660127,125,"Standard English School, 21st Main Road, Marenahalli, Vijayanagara, Room No.1",1068,
1660128,125,"Standard English School, 21st Main Road, Marenahalli, Vijayanagara, Room No.2",1060,
1660129,125,"Standard English School, 21st Main Road, Marenahalli, Vijayanagara, Room No.3",1001,
1660130,125,"Shri Navajeevana Vidya Mandira, 20th B Cross Road, Marenahalli, Vijayanagara, Room No.1",549,
1660131,125,"Bangalore Mahangara Palike Mahila Bhavana,Room No.1, PF Layout, Vijayanagar, Bâ€™lore-40",745,
1660132,126,"Bangalore Mahangara Palike Mahila Bhavana, Room No-2, PF Layout, Vijayanagar, Bâ€™lore-40",1243,
1660133,126,Sangamithre Girls PU College 2nd Main road Subbanna Garden Vijaynagar Bangalore -40 Room No.1,1444,
1660134,126,Sangamithre Girls PU College 2nd Main Road Subbanna Garden Vijaynagar Bangalore -40 Room No.2.,942,
1660135,126,Sangamithre Girls PU College 2nd Main Road Subbanna Garden Vijaynagar Bangalore -40 Room No.3.,1168,
1660136,126,"Resident's Welfare Association (R) Public Library. PF Layout, Vijaynagar, Bangalore -560040",1274,
1660137,126,"BBMP Ward Office (Gym Center), Room No-1, 1st Main Road, Vinayaka Layout, 3rd Stage, Vijayanagar, Bangalore-560040",1013,
1660138,126,"Ward-35(126) Office,Engeering Section, Room No-3, 1st Main road, Vinayaka Layout, 3rd Stage, Bangalore-560040",602,
1660139,126,"35th Ward Office, 1st Mainroad, Vinayaka Layout, 3rd Stage, Vijayanagar Bangalore-560040, Room No-2,",795,
1660140,126,"35th Ward Office, 1st Mainroad, Vinayaka Layout, 3rd Stage, Vijayanagar Bangalore-560040, Room No-4.",885,
1660141,126,"BBMP Ward Office, 1st Main Road, Vinayaka Layout, 3rd Stage, Vijayanagar, Bangalore-560040, Room No-5.",637,
1660142,126,"GKW Layout Yoga Center, 6th Cross Road, vijayanagar, Bangalore-560040, Room No.1",936,
1660143,126,"GKW Layout Yoga Center, 6th Cross Road, vijayanagar, Bangalore-560040, Room No.2.",1309,
1660144,126,"Swamy Vivekananda High School No.13, 1st main Road, Priyadarshini Layout, Bangalore-560072.",1040,
1660145,126,"Health Center, BBMP,Room No-1, Saraswathi nagar, GKW Layout, Bangalore-560040",864,
1660146,126,"Health Center, BBMP,Room No-2, Saraswathi nagar, GKW Layout, Bangalore-560072",936,
1660147,126,"Kanaka Higher Primary School, 5th cross road, Shivanandanagar, Nagarabhavi Main road, Bangalore -560072 Room No-1",796,
1660148,126,"Kanaka Higher Primary School, 5th cross road, Shivanandanagar, Nagarabhavi Main road, Bangalore -560072 Room No-2",1047,
1660149,126,Florence Higher Primary & High School 1St Cross Shivananda Nagar Bangalore-560072 Room No.1.,1233,
1660150,126,Florence Higher Primary & High School 1St Cross Shivananda Nagar Bangalore-560072 Room No.2.,827,
1660151,126,"Ragavendra Higher Primary School,Room No-1. Shivananda nagar, Nagarabhavi Main Road, Bangalore-560072,",940,
1660152,126,"Ragavendra Higher Primary School,Room No-2. Shivananda nagar, Nagarabhavi Main Road, Bangalore-560072,",834,
1660153,126,"Blue Bell Convent English School,Room No-1, 1st Main , Anubhava Nagar, Nagarabhavi, Bangalore-560072",1368,
1660154,126,"Blue Bell Convent English School,Room No-2, 1st Main , Anubhava Nagar, Nagarabhavi, Bangalore-560072",1318,
1660155,126,"Cauvery Education Socity, 3rd Cross, Canara Bank Colony, Bangalore-560072, Room No-1.",759,
1660156,126,"Cauvery Education Socity, 3rd Cross, Canara Bank Colony, Bangalore-560072, Room No-2.",1152,
1660157,126,"Cauvery Education Socity, 3rd Cross, Canara Bank Colony, Bangalore-560072, Room No-3.",1213,
1660158,127,"New Citizen's High  School, No.48/2, Nagarabhavi Main Road, Moodalapalya, Bangalore-560072. Room No.1",949,
1660159,127,"New Citizen's High  School, No.48/2, Nagarabhavi Main Road, Moodalapalya, Bangalore-560072. Room No.2",1080,
1660160,127,"New Citizen's High  School, No.48/2, Nagarabhavi Main Road, Moodalapalya, Bangalore-560072. Room No.3",1201,
1660161,127,"Swami Vivekananda High School, 1st Main, 1st Cross, S.V.G Nagar, Nagarabhavi Main Road, Bangalore-560072, Room No-1.",1103,
1660162,127,"Swami Vivekananda High School, 1st Main, 1st Cross, S.V.G Nagar, Nagarabhavi Main Road, Bangalore-560072, Room No-2.",1355,
